日期,收盘价格,成交量,开盘价格,日最高价格,日最低价格
2018/11/27,174.46 ,24427590 ,170.02 ,174.77 ,169.64 
2018/11/26,169.25 ,22317510 ,168.29 ,170.60 ,166.98 
2018/11/25,167.50 ,31463720 ,165.36 ,169.50 ,164.10 
2018/11/24,163.92 ,56786950 ,166.12 ,168.00 ,163.51 
2018/11/23,159.50 ,21192550 ,160.00 ,160.35 ,158.54 
2018/11/22,157.75 ,18606600 ,155.74 ,158.32 ,154.00 
2018/11/21,154.61 ,14567530 ,154.77 ,155.08 ,153.10 
2018/11/20,151.70 ,22296070 ,150.51 ,152.57 ,147.50 
2018/11/19,151.77 ,18931260 ,156.20 ,156.50 ,151.25 
2018/11/18,157.49 ,10994800 ,156.05 ,157.71 ,155.20 
2018/11/17,157.50 ,15413790 ,158.56 ,159.84 ,156.80 
2018/11/16,158.84 ,15873550 ,154.83 ,158.99 ,154.37 
2018/11/15,153.33 ,10023700 ,154.32 ,154.32 ,152.16 
2018/11/14,153.32 ,12412750 ,152.10 ,153.80 ,149.60 
2018/11/13,151.91 ,19494160 ,155.47 ,155.75 ,149.10 
2018/11/12,154.73 ,11976760 ,156.25 ,156.61 ,153.80 
2018/11/11,154.95 ,17750860 ,158.90 ,159.39 ,153.50 
2018/11/10,157.56 ,14438300 ,153.96 ,158.96 ,152.82 
2018/11/9,154.15 ,26027590 ,157.85 ,160.39 ,151.33 
2018/11/8,155.79 ,14425820 ,152.53 ,156.00 ,152.36 
2018/11/7,152.44 ,8447232 ,152.36 ,152.75 ,150.85 
2018/11/6,152.26 ,10630370 ,152.77 ,153.23 ,151.60 
2018/11/5,151.89 ,11441250 ,151.79 ,152.15 ,150.31 
2018/11/4,152.11 ,16606860 ,153.96 ,154.12 ,151.84 
2018/11/3,153.15 ,16776380 ,155.14 ,156.41 ,152.64 
2018/11/2,153.75 ,15292620 ,151.08 ,154.60 ,150.48 
2018/11/1,151.23 ,15317140 ,153.53 ,153.70 ,150.42 
2018/10/31,151.83 ,11459670 ,150.12 ,152.25 ,149.69 
2018/10/30,149.52 ,11672540 ,149.52 ,150.00 ,148.00 
2018/10/29,149.00 ,14940130 ,147.38 ,149.30 ,146.85 
2018/10/28,145.81 ,13507130 ,144.29 ,145.87 ,143.26 
2018/10/27,143.81 ,10334210 ,143.00 ,144.16 ,142.25 
2018/10/26,142.43 ,8034802 ,142.65 ,143.38 ,141.83 
2018/10/25,142.20 ,11918460 ,143.01 ,143.62 ,141.83 
2018/10/24,144.87 ,16969000 ,141.16 ,145.00 ,140.33 
2018/10/23,140.99 ,6975712 ,141.75 ,142.49 ,139.50 
2018/10/22,140.90 ,12267040 ,141.03 ,142.38 ,139.92 
2018/10/21,140.81 ,24112460 ,143.16 ,143.56 ,137.52 
2018/10/20,143.95 ,17738130 ,142.65 ,144.37 ,141.48 
2018/10/19,141.53 ,17357530 ,143.90 ,144.38 ,141.10 
2018/10/18,142.73 ,17820360 ,144.03 ,145.36 ,141.27 
2018/10/17,143.01 ,11748910 ,142.10 ,143.34 ,141.60 
2018/10/16,142.27 ,21880720 ,142.05 ,144.68 ,140.88 
2018/10/15,143.29 ,30893320 ,138.82 ,143.50 ,138.02 
2018/10/14,138.38 ,19974660 ,140.08 ,140.63 ,137.93 
2018/10/13,139.47 ,24921200 ,137.81 ,140.40 ,137.40 
2018/10/12,134.87 ,36327490 ,136.28 ,136.50 ,133.55 
2018/10/11,135.08 ,30498630 ,135.64 ,135.67 ,133.10 
2018/10/10,136.67 ,32828070 ,137.80 ,139.25 ,135.26 
2018/10/9,136.60 ,40858290 ,141.88 ,142.24 ,135.90 
2018/10/8,139.08 ,32160830 ,139.17 ,142.20 ,136.05 
2018/10/7,139.44 ,54344790 ,144.57 ,148.29 ,137.01 
2018/10/6,142.34 ,81317190 ,142.51 ,143.70 ,135.21 
2018/10/5,125.64 ,9429288 ,125.08 ,125.91 ,124.11 
2018/10/4,124.62 ,9249509 ,125.61 ,126.20 ,124.27 
2018/10/3,125.37 ,10027960 ,124.02 ,125.56 ,123.87 
2018/10/2,124.13 ,7341037 ,123.72 ,124.53 ,123.24 
2018/10/1,123.97 ,8894392 ,122.82 ,124.00 ,122.26 
2018/9/30,122.46 ,11580420 ,123.64 ,124.18 ,122.00 
2018/9/29,123.91 ,8335992 ,124.08 ,124.88 ,123.53 
2018/9/28,123.99 ,7555771 ,123.93 ,124.65 ,123.10 
2018/9/27,123.63 ,12478840 ,123.74 ,124.45 ,122.31 
2018/9/26,122.81 ,8370763 ,123.07 ,123.68 ,121.95 
2018/9/25,122.93 ,14353420 ,124.67 ,125.68 ,122.85 
2018/9/24,124.75 ,13479320 ,124.98 ,125.59 ,123.56 
2018/9/23,123.22 ,21049110 ,123.96 ,126.40 ,123.07 
2018/9/22,121.27 ,37098420 ,116.31 ,122.63 ,114.00 
2018/9/21,120.72 ,19770550 ,123.25 ,123.89 ,120.50 
2018/9/20,124.02 ,18143610 ,121.98 ,124.34 ,121.74 
2018/9/19,121.40 ,11112300 ,121.03 ,121.49 ,120.03 
2018/9/18,120.34 ,9814886 ,120.37 ,120.47 ,119.51 
2018/9/17,120.16 ,11347940 ,120.13 ,120.50 ,118.25 
2018/9/16,119.98 ,9338224 ,120.01 ,120.33 ,119.10 
2018/9/15,120.00 ,15194460 ,118.62 ,120.00 ,118.07 
2018/9/14,116.86 ,6460771 ,116.90 ,117.51 ,116.20 
