日期,收盘价格,成交量,开盘价格,日最高价格,日最低价格
2019/12/20,180.41 ,13742250 ,177.83 ,181.72 ,177.58 
2019/12/19,175.03 ,14664220 ,171.57 ,175.35 ,171.57 
2019/12/18,177.32 ,16464060 ,180.91 ,181.80 ,176.73 
2019/12/17,184.17 ,10001170 ,184.38 ,185.59 ,183.02 
2019/12/16,185.00 ,11494680 ,186.94 ,188.08 ,185.00 
2019/12/15,187.25 ,14736020 ,186.00 ,187.34 ,184.46 
2019/12/14,183.88 ,14284680 ,185.09 ,186.90 ,183.38 
2019/12/13,183.03 ,12348160 ,183.01 ,184.30 ,181.47 
2019/12/12,184.58 ,16727160 ,181.72 ,184.93 ,180.88 
2019/12/11,183.54 ,13853070 ,179.79 ,184.35 ,179.37 
2019/12/10,183.25 ,22759390 ,181.26 ,183.72 ,180.73 
2019/12/9,176.92 ,16161830 ,172.80 ,177.02 ,172.52 
2019/12/8,171.66 ,8419851 ,171.00 ,171.78 ,169.80 
2019/12/7,170.71 ,12447060 ,171.00 ,172.68 ,170.61 
2019/12/6,170.18 ,12968380 ,166.98 ,171.15 ,166.50 
2019/12/5,166.15 ,11983190 ,168.61 ,168.77 ,165.41 
2019/12/4,168.38 ,8710486 ,167.64 ,168.50 ,166.61 
2019/12/3,169.40 ,8643489 ,169.91 ,171.05 ,168.99 
2019/12/2,168.71 ,8577821 ,169.60 ,170.49 ,168.61 
2019/12/1,167.45 ,7234323 ,168.85 ,170.33 ,167.45 
2019/11/30,167.36 ,8325668 ,163.83 ,167.65 ,163.75 
2019/11/29,166.96 ,11874190 ,169.16 ,169.61 ,164.34 
2019/11/28,171.52 ,11263040 ,171.86 ,173.09 ,169.99 
2019/11/27,171.83 ,12737790 ,168.55 ,171.95 ,168.00 
2019/11/26,166.70 ,7373118 ,166.32 ,167.55 ,165.61 
2019/11/25,167.97 ,10766660 ,168.00 ,169.40 ,167.63 
2019/11/24,168.49 ,21195890 ,167.80 ,169.73 ,165.70 
2019/11/23,166.82 ,36958510 ,161.29 ,167.84 ,160.50 
2019/11/22,156.88 ,18302160 ,159.04 ,160.37 ,155.92 
2019/11/21,158.92 ,10128660 ,157.80 ,159.69 ,155.30 
2019/11/20,159.21 ,16434320 ,158.91 ,160.50 ,157.43 
2019/11/19,155.86 ,10988430 ,151.47 ,156.00 ,151.21 
2019/11/18,152.03 ,10188040 ,154.65 ,155.18 ,150.95 
2019/11/17,152.15 ,21282320 ,154.40 ,155.44 ,150.21 
2019/11/16,157.02 ,19142740 ,158.45 ,159.49 ,154.73 
2019/11/15,155.97 ,16127240 ,152.11 ,158.55 ,151.90 
2019/11/14,154.84 ,14780030 ,152.81 ,155.39 ,151.50 
2019/11/13,150.88 ,14983900 ,150.68 ,154.17 ,149.96 
2019/11/12,149.27 ,12911650 ,148.50 ,150.57 ,146.54 
2019/11/11,151.32 ,9552933 ,151.83 ,153.38 ,150.14 
2019/11/10,151.69 ,14211280 ,149.81 ,152.03 ,148.88 
2019/11/9,151.92 ,20184060 ,149.89 ,153.35 ,148.50 
2019/11/8,146.79 ,16422310 ,145.00 ,147.55 ,142.06 
2019/11/7,143.10 ,17218390 ,140.55 ,144.08 ,139.01 
2019/11/6,139.75 ,22813920 ,134.26 ,141.08 ,133.66 
2019/11/5,130.60 ,19516320 ,134.27 ,134.87 ,129.83 
2019/11/4,136.70 ,16589680 ,134.13 ,137.75 ,133.03 
2019/11/3,137.07 ,11180730 ,141.83 ,142.02 ,136.04 
2019/11/2,139.09 ,11950610 ,139.20 ,140.98 ,136.79 
2019/11/1,138.45 ,11407510 ,135.05 ,138.45 ,133.89 
2019/10/31,138.00 ,14452360 ,132.87 ,138.02 ,130.18 
2019/10/30,131.89 ,11240720 ,130.00 ,134.57 ,129.77 
2019/10/29,132.00 ,28757930 ,137.08 ,137.19 ,130.23 
2019/10/28,135.11 ,23967630 ,135.83 ,137.76 ,132.91 
2019/10/27,137.14 ,27614500 ,141.04 ,141.33 ,135.73 
2019/10/26,140.82 ,17568170 ,144.28 ,144.75 ,140.11 
2019/10/25,143.98 ,15726640 ,146.50 ,147.94 ,142.24 
2019/10/24,149.00 ,15556480 ,147.71 ,150.70 ,145.72 
2019/10/23,151.48 ,12203100 ,153.05 ,153.46 ,150.52 
2019/10/22,151.50 ,16595780 ,155.24 ,156.17 ,151.43 
2019/10/21,151.83 ,13614260 ,155.26 ,156.24 ,150.90 
2019/10/20,151.43 ,15506430 ,150.39 ,152.81 ,147.48 
2019/10/19,153.06 ,17438360 ,155.40 ,158.05 ,151.73 
2019/10/18,155.83 ,25259980 ,153.00 ,155.87 ,150.51 
2019/10/17,158.34 ,22154300 ,164.88 ,164.98 ,156.46 
2019/10/16,163.74 ,31057810 ,168.64 ,168.80 ,163.51 
2019/10/15,160.86 ,35042190 ,157.90 ,160.86 ,156.72 
2019/10/14,156.28 ,20505610 ,158.08 ,159.00 ,153.54 
2019/10/13,159.34 ,20743610 ,159.01 ,159.80 ,155.26 
2019/10/12,156.46 ,17892140 ,154.64 ,157.94 ,153.58 
2019/10/11,156.01 ,16106170 ,153.21 ,156.53 ,152.37 
2019/10/10,150.33 ,7437479 ,147.30 ,151.17 ,147.00 
2019/10/9,149.41 ,14707580 ,149.06 ,151.48 ,148.65 
2019/10/8,145.98 ,19447780 ,144.48 ,148.07 ,142.82 
2019/10/7,149.53 ,18053210 ,152.02 ,153.21 ,148.77 
2019/10/6,154.10 ,19489910 ,155.04 ,155.80 ,152.14 
2019/10/5,156.22 ,30029500 ,152.90 ,157.40 ,150.89 
2019/10/4,150.44 ,21767580 ,150.21 ,152.15 ,148.44 
2019/10/3,146.98 ,19544820 ,144.83 ,149.94 ,143.91 
2019/10/2,142.82 ,16500820 ,145.01 ,146.41 ,139.97 
2019/10/1,144.85 ,16209350 ,145.57 ,145.72 ,142.48 
2019/9/30,148.99 ,17057390 ,150.99 ,151.88 ,146.69 
2019/9/29,152.50 ,17860340 ,150.77 ,152.80 ,148.94 
2019/9/28,147.44 ,17835420 ,145.87 ,149.96 ,145.33 
2019/9/27,144.64 ,16177040 ,146.22 ,149.37 ,144.23 
2019/9/26,147.59 ,45667320 ,152.56 ,154.36 ,146.28 
2019/9/25,151.25 ,46943600 ,144.98 ,152.32 ,138.62 
2019/9/24,142.28 ,23634410 ,141.35 ,142.65 ,139.14 
2019/9/23,136.33 ,25165940 ,132.28 ,136.40 ,130.06 
2019/9/22,133.38 ,35064320 ,142.42 ,144.00 ,131.36 
2019/9/21,142.87 ,19466330 ,139.00 ,145.83 ,138.55 
2019/9/20,144.60 ,13604120 ,142.50 ,144.91 ,141.01 
2019/9/19,139.61 ,18295720 ,145.18 ,146.69 ,139.34 
2019/9/18,146.65 ,19936740 ,143.22 ,147.51 ,142.62 
2019/9/17,148.80 ,22560500 ,148.99 ,150.20 ,146.10 
2019/9/16,142.93 ,14842970 ,145.34 ,146.77 ,142.61 
2019/9/15,142.02 ,20591730 ,145.85 ,146.28 ,140.80 
2019/9/14,148.14 ,16863550 ,150.68 ,150.68 ,146.37 
2019/9/13,149.60 ,18337850 ,145.71 ,149.76 ,145.26 
2019/9/12,144.16 ,18536160 ,144.77 ,145.69 ,142.30 
2019/9/11,147.29 ,30724610 ,148.62 ,149.00 ,144.52 
2019/9/10,141.90 ,43104960 ,135.53 ,142.91 ,135.14 
2019/9/9,138.29 ,55541460 ,142.50 ,144.00 ,137.92 
2019/9/8,146.94 ,31042160 ,147.97 ,150.59 ,146.47 
2019/9/7,151.14 ,24792330 ,150.20 ,152.64 ,148.34 
2019/9/6,154.63 ,20253600 ,156.14 ,157.12 ,152.25 
2019/9/5,156.13 ,32145230 ,160.06 ,160.08 ,153.87 
2019/9/4,162.37 ,13101040 ,163.15 ,164.54 ,161.93 
2019/9/3,160.23 ,14713340 ,159.79 ,161.03 ,158.27 
2019/9/2,162.00 ,10599540 ,165.92 ,165.95 ,161.56 
2019/9/1,164.76 ,10480580 ,164.90 ,165.66 ,163.30 
2019/8/31,166.32 ,12682550 ,166.39 ,167.05 ,164.92 
2019/8/30,165.40 ,13570590 ,165.52 ,167.39 ,164.87 
2019/8/29,164.25 ,9579768 ,164.05 ,165.44 ,162.83 
2019/8/28,163.16 ,13113480 ,162.81 ,163.40 ,160.10 
2019/8/27,164.63 ,21876600 ,169.46 ,169.84 ,164.50 
2019/8/26,165.88 ,22803720 ,166.89 ,167.70 ,164.72 
2019/8/25,162.63 ,23002870 ,158.82 ,163.13 ,158.82 
2019/8/24,156.65 ,27218070 ,156.88 ,159.40 ,155.52 
2019/8/23,158.89 ,20326940 ,161.50 ,161.65 ,158.29 
2019/8/22,164.74 ,23403950 ,167.88 ,168.00 ,163.38 
2019/8/21,165.53 ,25666870 ,165.41 ,167.22 ,164.01 
2019/8/20,161.46 ,32454860 ,158.20 ,162.82 ,156.18 
2019/8/19,157.46 ,25878870 ,153.18 ,158.45 ,152.85 
2019/8/18,156.36 ,39062050 ,158.59 ,160.72 ,155.00 
2019/8/17,162.37 ,19297860 ,159.95 ,164.61 ,159.51 
2019/8/16,159.87 ,33018050 ,164.16 ,166.48 ,158.67 
2019/8/15,164.23 ,35672700 ,167.48 ,168.28 ,162.03 
2019/8/14,170.44 ,23187010 ,173.50 ,173.95 ,169.00 
2019/8/13,175.01 ,13721350 ,173.11 ,176.68 ,172.76 
2019/8/12,174.60 ,17063610 ,177.33 ,178.10 ,174.12 
2019/8/11,178.50 ,11888560 ,179.35 ,179.66 ,176.83 
2019/8/10,178.19 ,15300960 ,182.15 ,182.38 ,177.50 
2019/8/9,180.65 ,23479060 ,177.10 ,180.88 ,176.22 
2019/8/8,174.23 ,30414790 ,175.00 ,176.37 ,172.45 
2019/8/7,172.23 ,78666520 ,184.97 ,186.50 ,171.91 
2019/8/6,177.85 ,26992790 ,178.15 ,179.74 ,175.50 
2019/8/5,177.92 ,20099570 ,177.63 ,179.67 ,176.97 
2019/8/4,176.29 ,25699090 ,175.22 ,178.86 ,174.36 
2019/8/3,172.78 ,24662250 ,172.52 ,174.20 ,168.38 
2019/8/2,171.99 ,34241580 ,172.33 ,175.70 ,171.57 
2019/8/1,169.83 ,41251300 ,167.11 ,169.85 ,165.39 
2019/7/31,172.53 ,38485100 ,175.14 ,176.20 ,170.77 
2019/7/30,177.68 ,14668290 ,179.65 ,180.65 ,177.00 
2019/7/29,180.01 ,22030660 ,175.57 ,180.45 ,174.75 
2019/7/28,177.19 ,35201440 ,179.31 ,180.63 ,176.76 
2019/7/27,177.52 ,21130010 ,180.00 ,180.18 ,176.55 
2019/7/26,179.92 ,20605320 ,180.29 ,183.00 ,179.74 
2019/7/25,178.62 ,35399150 ,180.70 ,180.86 ,177.49 
2019/7/24,180.84 ,18229350 ,184.15 ,184.50 ,180.08 
2019/7/23,182.60 ,20950920 ,181.54 ,182.90 ,179.78 
2019/7/22,185.27 ,14361340 ,186.00 ,189.06 ,183.96 
2019/7/21,187.23 ,16947350 ,186.40 ,188.95 ,183.99 
2019/7/20,184.82 ,19860040 ,190.22 ,190.59 ,182.06 
2019/7/19,189.42 ,19906310 ,196.10 ,196.27 ,186.93 
2019/7/18,194.18 ,13834250 ,193.21 ,196.12 ,192.62 
2019/7/17,197.98 ,20655540 ,190.61 ,198.35 ,190.14 
2019/7/16,189.00 ,18402470 ,190.19 ,193.07 ,188.35 
2019/7/15,187.04 ,10970250 ,187.18 ,187.81 ,184.80 
2019/7/14,187.25 ,12806710 ,189.49 ,189.50 ,186.61 
2019/7/13,187.34 ,13352350 ,188.68 ,189.68 ,186.87 
2019/7/12,190.79 ,10784720 ,192.45 ,193.23 ,189.91 
2019/7/11,192.66 ,13251170 ,188.65 ,192.95 ,187.90 
2019/7/10,190.35 ,12189870 ,189.57 ,191.37 ,189.15 
2019/7/9,190.04 ,12549960 ,191.61 ,192.12 ,189.30 
2019/7/8,190.17 ,17407670 ,190.77 ,192.58 ,189.79 
2019/7/7,187.42 ,15914610 ,188.60 ,190.05 ,187.42 
2019/7/6,192.55 ,12539250 ,192.89 ,195.13 ,191.48 
2019/7/5,192.75 ,15432530 ,194.45 ,194.69 ,190.87 
2019/7/4,192.27 ,17024230 ,186.01 ,192.49 ,185.54 
2019/7/3,186.88 ,18369170 ,187.17 ,187.44 ,182.90 
2019/7/2,184.75 ,11673700 ,187.88 ,188.50 ,184.36 
2019/7/1,186.36 ,17314370 ,181.66 ,186.36 ,181.06 
2019/6/30,185.53 ,26014690 ,185.36 ,188.97 ,184.26 
2019/6/29,188.38 ,19537920 ,183.20 ,188.96 ,182.04 
2019/6/28,185.02 ,23809980 ,193.46 ,193.60 ,184.89 
2019/6/27,191.42 ,20712570 ,193.34 ,193.66 ,188.42 
2019/6/26,191.25 ,32726440 ,197.85 ,198.10 ,187.86 
2019/6/25,202.01 ,9611986 ,203.38 ,203.80 ,200.25 
2019/6/24,202.21 ,13947760 ,205.84 ,206.00 ,201.04 
2019/6/23,206.23 ,15537330 ,205.05 ,207.23 ,205.02 
2019/6/22,204.43 ,24466630 ,203.53 ,204.51 ,199.50 
2019/6/21,208.57 ,14601190 ,205.16 ,208.60 ,203.88 
2019/6/20,208.00 ,28649140 ,207.49 ,210.08 ,206.01 
2019/6/19,210.86 ,18804980 ,207.72 ,211.12 ,207.51 
2019/6/18,206.62 ,13828360 ,209.44 ,209.65 ,206.60 
2019/6/17,209.08 ,15874510 ,206.95 ,209.80 ,206.90 
2019/6/16,205.70 ,12055360 ,206.50 ,207.60 ,205.01 
2019/6/15,205.07 ,17507940 ,201.11 ,206.23 ,200.43 
2019/6/14,203.62 ,26713120 ,207.46 ,209.00 ,200.88 
2019/6/13,208.30 ,13754680 ,209.86 ,210.46 ,207.29 
2019/6/12,208.37 ,17758760 ,209.95 ,211.70 ,207.13 
2019/6/11,208.95 ,19342570 ,205.12 ,209.75 ,204.73 
2019/6/10,204.34 ,23101880 ,199.50 ,204.99 ,199.45 
2019/6/9,198.01 ,17973850 ,198.00 ,199.48 ,196.85 
2019/6/8,197.98 ,13913250 ,199.70 ,200.54 ,197.50 
2019/6/7,198.00 ,18498480 ,197.94 ,202.28 ,197.00 
2019/6/6,199.20 ,21256660 ,197.57 ,201.50 ,197.21 
2019/6/5,197.37 ,18496230 ,198.12 ,199.72 ,195.70 
2019/6/4,196.80 ,12792440 ,193.88 ,196.90 ,192.80 
2019/6/3,195.87 ,9691461 ,198.30 ,198.63 ,195.70 
2019/6/2,197.64 ,13805010 ,197.80 ,199.79 ,196.40 
2019/6/1,195.00 ,13764590 ,196.43 ,197.78 ,194.72 
2019/5/31,196.02 ,13429630 ,196.00 ,198.43 ,195.57 
2019/5/30,198.11 ,12871970 ,196.75 ,199.75 ,196.30 
2019/5/29,196.61 ,12680450 ,195.23 ,196.78 ,193.86 
2019/5/28,198.64 ,17605420 ,195.90 ,200.00 ,195.87 
2019/5/27,194.36 ,12721840 ,196.40 ,196.46 ,193.38 
2019/5/26,195.96 ,21271550 ,196.30 ,199.77 ,195.16 
2019/5/25,195.43 ,13762480 ,195.84 ,197.38 ,194.50 
2019/5/24,196.31 ,21844630 ,194.20 ,197.34 ,193.01 
2019/5/23,195.35 ,29818790 ,190.41 ,196.60 ,190.30 
2019/5/22,188.89 ,57745020 ,180.40 ,190.60 ,178.62 
2019/5/21,182.45 ,26118910 ,183.50 ,183.59 ,175.77 
2019/5/20,181.45 ,20593630 ,180.80 ,184.26 ,180.11 
2019/5/19,179.50 ,10712730 ,177.58 ,180.32 ,177.44 
2019/5/18,178.54 ,14627670 ,178.09 ,180.04 ,177.05 
2019/5/17,177.16 ,15047700 ,177.11 ,178.20 ,174.01 
2019/5/16,173.90 ,13334990 ,173.25 ,174.36 ,172.05 
2019/5/15,170.22 ,17095350 ,170.52 ,171.30 ,166.64 
2019/5/14,173.09 ,14555890 ,177.63 ,178.00 ,170.68 
2019/5/13,175.57 ,12024000 ,178.63 ,179.32 ,174.71 
2019/5/12,179.11 ,14464610 ,179.36 ,181.39 ,177.53 
2019/5/11,181.39 ,11974980 ,183.26 ,183.63 ,179.52 
2019/5/10,182.68 ,16937380 ,178.90 ,182.88 ,177.64 
2019/5/9,178.70 ,16269960 ,174.83 ,179.34 ,174.83 
2019/5/8,174.70 ,9852899 ,172.01 ,174.79 ,171.01 
2019/5/7,172.04 ,13512220 ,176.72 ,176.80 ,171.07 
2019/5/6,175.92 ,11108990 ,175.93 ,177.90 ,174.56 
2019/5/5,175.36 ,10154830 ,176.48 ,178.16 ,174.74 
2019/5/4,177.10 ,20546750 ,175.10 ,177.88 ,173.85 
2019/5/3,169.87 ,14701160 ,169.75 ,172.72 ,168.61 
2019/5/2,167.52 ,18187360 ,169.84 ,172.27 ,166.40 
2019/5/1,172.57 ,18142960 ,175.48 ,176.56 ,171.17 
2019/4/30,172.07 ,24542530 ,166.88 ,172.41 ,166.13 
2019/4/29,174.67 ,19936030 ,179.26 ,179.58 ,173.00 
2019/4/28,177.61 ,16009300 ,182.81 ,183.51 ,175.75 
2019/4/27,183.54 ,16368940 ,180.88 ,185.13 ,178.62 
2019/4/26,178.91 ,20047810 ,180.73 ,183.44 ,177.57 
2019/4/25,181.89 ,16598970 ,192.24 ,192.25 ,180.66 
2019/4/24,190.50 ,16744070 ,187.89 ,190.62 ,184.32 
2019/4/23,181.20 ,18698590 ,186.85 ,188.48 ,180.40 
2019/4/22,184.65 ,25307040 ,190.75 ,192.39 ,184.60 
2019/4/21,195.30 ,12033510 ,198.80 ,198.88 ,194.57 
2019/4/20,198.95 ,11930750 ,194.95 ,199.21 ,194.54 
2019/4/19,194.53 ,19511150 ,198.00 ,198.43 ,192.80 
2019/4/18,200.28 ,26932920 ,198.40 ,200.38 ,197.26 
2019/4/17,199.06 ,33525850 ,198.44 ,201.50 ,196.52 
2019/4/16,192.56 ,20019190 ,190.29 ,193.63 ,190.22 
2019/4/15,188.41 ,14775890 ,193.88 ,194.25 ,187.39 
2019/4/14,192.74 ,17811070 ,192.30 ,194.40 ,190.90 
2019/4/13,190.55 ,14199320 ,189.64 ,190.70 ,188.01 
2019/4/12,187.18 ,14320500 ,189.05 ,190.23 ,186.57 
2019/4/11,189.05 ,13718270 ,184.37 ,189.07 ,184.32 
2019/4/10,187.37 ,17638850 ,185.19 ,188.01 ,184.82 
2019/4/9,181.60 ,15636200 ,179.41 ,181.95 ,177.07 
2019/4/8,179.76 ,18884930 ,178.01 ,180.23 ,175.45 
2019/4/7,181.99 ,17277910 ,186.18 ,187.48 ,180.05 
2019/4/6,186.14 ,19131410 ,187.25 ,188.24 ,185.00 
2019/4/5,188.26 ,22994700 ,192.59 ,193.57 ,187.21 
2019/4/4,194.19 ,19444110 ,194.46 ,195.15 ,190.65 
2019/4/3,193.29 ,16926210 ,190.18 ,193.41 ,189.95 
2019/4/2,188.75 ,12269440 ,190.20 ,190.74 ,187.77 
2019/4/1,188.82 ,22048070 ,189.37 ,193.17 ,188.46 
2019/3/31,187.19 ,14842160 ,183.67 ,188.83 ,183.00 
2019/3/30,183.68 ,16102610 ,186.75 ,188.27 ,183.54 
2019/3/29,187.45 ,14352070 ,189.25 ,189.56 ,184.43 
2019/3/28,186.76 ,21028000 ,179.22 ,186.93 ,178.90 
2019/3/27,179.25 ,15473030 ,177.42 ,182.15 ,177.00 
2019/3/26,177.44 ,18256850 ,180.44 ,180.79 ,175.09 
2019/3/25,176.67 ,28034620 ,175.12 ,177.62 ,168.88 
2019/3/24,173.70 ,31996320 ,182.27 ,183.10 ,171.39 
2019/3/23,180.30 ,19633580 ,183.50 ,186.83 ,180.30 
2019/3/22,185.17 ,35757700 ,174.72 ,185.59 ,174.17 
2019/3/21,180.53 ,30955960 ,183.70 ,190.47 ,179.90 
2019/3/20,187.31 ,32188350 ,194.79 ,195.68 ,186.80 
2019/3/19,192.22 ,52506760 ,192.75 ,199.49 ,191.14 
2019/3/18,204.29 ,26668400 ,202.82 ,206.20 ,202.80 
2019/3/17,199.66 ,23343870 ,198.68 ,202.54 ,196.49 
2019/3/16,203.01 ,21882900 ,204.83 ,205.69 ,201.82 
2019/3/15,205.22 ,23707370 ,200.33 ,205.23 ,199.21 
2019/3/14,198.33 ,23264200 ,196.34 ,199.59 ,194.10 
2019/3/13,195.53 ,34481880 ,194.71 ,198.86 ,192.40 
2019/3/12,192.28 ,31085160 ,185.28 ,192.40 ,183.54 
2019/3/11,184.02 ,15983160 ,184.98 ,185.04 ,181.68 
2019/3/10,184.05 ,13732300 ,185.15 ,185.24 ,182.80 
2019/3/9,184.40 ,14158750 ,184.28 ,185.85 ,182.69 
2019/3/8,183.83 ,21326040 ,183.30 ,184.80 ,179.32 
2019/3/7,182.40 ,27401460 ,190.40 ,191.74 ,181.75 
2019/3/6,187.79 ,11775870 ,189.91 ,190.20 ,187.25 
2019/3/5,188.75 ,12390410 ,189.73 ,190.43 ,188.10 
2019/3/4,189.79 ,17933960 ,188.10 ,190.39 ,186.58 
2019/3/3,190.80 ,19483090 ,191.13 ,192.49 ,188.00 
2019/3/2,190.33 ,16142360 ,190.46 ,191.66 ,189.07 
2019/3/1,190.70 ,18143940 ,187.17 ,190.75 ,186.30 
2019/2/28,185.71 ,19448620 ,185.90 ,187.75 ,184.43 
2019/2/27,184.00 ,20106870 ,185.19 ,185.64 ,181.40 
2019/2/26,183.65 ,29917780 ,176.40 ,184.10 ,175.70 
2019/2/25,172.43 ,9690315 ,172.28 ,173.67 ,171.20 
2019/2/24,172.30 ,9497180 ,173.04 ,173.53 ,171.67 
2019/2/23,172.97 ,10138450 ,172.29 ,173.87 ,171.73 
2019/2/22,172.33 ,12864270 ,174.55 ,175.15 ,171.73 
2019/2/21,176.29 ,12520190 ,175.84 ,176.66 ,175.04 
2019/2/20,175.32 ,14804920 ,172.80 ,176.25 ,172.65 
2019/2/19,172.64 ,17103480 ,171.79 ,172.90 ,170.80 
2019/2/18,171.28 ,23917700 ,171.97 ,173.00 ,170.51 
2019/2/17,173.37 ,16996660 ,174.60 ,174.70 ,172.37 
2019/2/16,173.55 ,41334200 ,172.89 ,173.55 ,170.00 
2019/2/15,171.75 ,32798190 ,173.11 ,173.39 ,169.61 
2019/2/14,176.47 ,18622660 ,175.19 ,177.70 ,174.30 
2019/2/13,174.64 ,22620890 ,178.00 ,178.16 ,173.77 
2019/2/12,179.29 ,15612400 ,179.19 ,180.68 ,178.15 
2019/2/11,177.62 ,23531130 ,177.72 ,178.96 ,176.37 
2019/2/10,174.47 ,15683080 ,173.76 ,175.82 ,172.26 
2019/2/9,172.63 ,23787250 ,168.30 ,173.23 ,167.87 
2019/2/8,168.96 ,31587150 ,165.28 ,172.96 ,164.25 
2019/2/7,169.58 ,35867700 ,177.20 ,177.58 ,168.26 
2019/2/6,174.61 ,26767270 ,175.27 ,179.80 ,173.80 
2019/2/5,177.08 ,25806000 ,179.53 ,179.80 ,176.32 
2019/2/4,179.91 ,40167810 ,185.25 ,185.41 ,173.62 
2019/2/3,186.69 ,13321870 ,188.83 ,189.10 ,186.50 
2019/2/2,188.03 ,14939040 ,190.49 ,191.45 ,187.55 
2019/2/1,191.19 ,9887763 ,189.39 ,191.70 ,188.70 
2019/1/31,189.84 ,14399670 ,191.54 ,191.75 ,189.37 
2019/1/30,190.90 ,19598400 ,190.35 ,191.56 ,188.80 
2019/1/29,188.00 ,25925840 ,187.60 ,190.00 ,186.61 
2019/1/28,185.13 ,13415770 ,185.92 ,186.50 ,184.67 
2019/1/27,185.43 ,18376040 ,183.31 ,186.27 ,183.12 
2019/1/26,181.48 ,16524530 ,179.37 ,181.88 ,176.74 
2019/1/25,181.79 ,14445780 ,184.30 ,184.38 ,181.15 
2019/1/24,184.54 ,17164020 ,186.77 ,187.88 ,184.00 
2019/1/23,186.41 ,14987690 ,187.03 ,187.17 ,185.40 
2019/1/22,185.13 ,19705730 ,184.21 ,185.13 ,181.05 
2019/1/21,185.90 ,13931400 ,187.98 ,188.15 ,185.10 
2019/1/20,188.51 ,17747070 ,189.58 ,189.86 ,187.00 
2019/1/19,187.84 ,19834840 ,184.07 ,188.25 ,184.00 
2019/1/18,183.21 ,19670240 ,186.51 ,186.93 ,182.06 
2019/1/17,184.81 ,41199480 ,190.99 ,191.22 ,183.31 
2019/1/16,186.08 ,28214690 ,187.88 ,188.88 ,183.58 
2019/1/15,184.89 ,21180680 ,183.57 ,185.12 ,181.81 
2019/1/14,181.58 ,20187930 ,178.43 ,181.90 ,177.59 
2019/1/13,176.15 ,19674110 ,173.19 ,177.00 ,171.11 
2019/1/12,170.32 ,13422500 ,170.62 ,171.45 ,168.58 
2019/1/11,170.22 ,18091890 ,174.69 ,175.44 ,169.30 
2019/1/10,173.70 ,11911310 ,174.00 ,175.98 ,173.26 
2019/1/9,173.13 ,17588820 ,177.80 ,178.01 ,173.05 
2019/1/8,177.32 ,11939510 ,179.02 ,179.52 ,177.08 
2019/1/7,177.93 ,13447490 ,177.00 ,179.61 ,175.45 
2019/1/6,179.61 ,21745600 ,177.09 ,180.00 ,176.28 
2019/1/5,175.32 ,20104080 ,179.58 ,180.12 ,175.30 
2019/1/4,179.56 ,12839030 ,180.00 ,180.05 ,178.51 
2019/1/3,178.45 ,18098990 ,180.96 ,181.40 ,177.97 
2019/1/2,180.53 ,15426700 ,184.04 ,184.39 ,180.35 
2019/1/1,184.69 ,11944840 ,183.00 ,184.70 ,182.60 
2018/12/31,183.12 ,13182770 ,181.65 ,184.46 ,181.36 
2018/12/30,182.09 ,14992900 ,178.97 ,183.13 ,178.75 
2018/12/29,179.20 ,8732723 ,177.85 ,179.87 ,177.61 
2018/12/28,178.89 ,11879930 ,179.00 ,179.73 ,176.03 
2018/12/27,178.71 ,11413220 ,178.06 ,180.00 ,177.30 
2018/12/26,178.56 ,15145420 ,176.06 ,178.78 ,173.61 
2018/12/25,173.61 ,12551290 ,174.57 ,175.13 ,172.57 
2018/12/24,172.71 ,13382620 ,171.11 ,173.54 ,170.74 
2018/12/23,170.24 ,13944110 ,170.91 ,171.88 ,169.57 
2018/12/22,170.99 ,19401440 ,169.84 ,171.95 ,169.45 
2018/12/21,167.02 ,23665000 ,170.01 ,171.90 ,166.79 
2018/12/20,169.59 ,33999860 ,176.48 ,177.00 ,167.50 
2018/12/19,178.14 ,12736970 ,176.20 ,178.42 ,175.68 
2018/12/18,177.39 ,14568150 ,178.05 ,178.86 ,175.30 
2018/12/17,177.95 ,15379730 ,180.02 ,180.50 ,176.15 
2018/12/16,180.07 ,14735480 ,180.69 ,180.87 ,179.25 
2018/12/15,179.98 ,22587620 ,178.89 ,180.29 ,177.75 
2018/12/14,176.70 ,26554710 ,177.90 ,179.75 ,176.70 
2018/12/13,177.10 ,22763010 ,177.54 ,179.93 ,176.02 
2018/12/12,178.97 ,21960190 ,175.75 ,179.10 ,175.56 
2018/12/11,175.31 ,15606930 ,174.89 ,175.62 ,173.37 
2018/12/10,174.06 ,18224880 ,171.50 ,174.20 ,171.50 
2018/12/9,169.00 ,12337480 ,169.99 ,171.22 ,168.92 
2018/12/8,170.48 ,15061590 ,169.26 ,170.97 ,168.00 
2018/12/7,168.14 ,19956480 ,170.17 ,171.11 ,167.00 
2018/12/6,169.92 ,14956400 ,169.47 ,171.93 ,168.74 
2018/12/5,171.04 ,11155170 ,171.99 ,172.39 ,170.65 
2018/12/4,171.74 ,16471180 ,172.54 ,172.90 ,170.25 
2018/12/3,171.25 ,17736920 ,169.15 ,172.39 ,169.15 
2018/12/2,167.41 ,19560760 ,165.15 ,169.23 ,164.35 
2018/12/1,168.30 ,24395950 ,171.15 ,171.34 ,167.06 
2018/11/30,171.74 ,24132130 ,174.80 ,174.94 ,171.11 
2018/11/29,175.00 ,20757320 ,177.00 ,177.00 ,174.30 
2018/11/28,175.80 ,21907920 ,172.90 ,176.23 ,172.75 
